"id","title","category","tags","filters","template_number","image_url","image_urls","description","location","published","created_at"
"23cb3304-de8b-4c22-a02a-926971e5609a","180 - Blessed Mother Cover","funeral","[]","{""style"":[""Religious""],""colour"":[""Natural""],""religion"":[""Catholic""]}","180","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/180-Blessed%20Mother%20Cover.jpg",,"A gentle religious cover centred on blessed mother, created for a service where faith and remembrance sit naturally together.",,"true","2026-09-04 10:58:25.792326+00"
"258f09c9-13df-4be8-af50-f582afc5519d","008 - A Shining Light, Our Angelic Princess","funeral","[]","{""style"":[""Baby & Angelic""],""colour"":[""Pink""],""children"":[""Children""]}","008","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/Children_s_Cover_Templates8-1788851750389-bq6d52t.jpg",,"A soft pastel memorial cover for Evie Mae Harrison featuring her circular photograph, a fairy princess illustration, stars, and a gentle pink-and-blue background. The wording “A Shining Light, Our Angelic Princess” gives the design an uplifting angelic theme.",,"true","2026-09-08 07:16:22.977904+00"
"2687cc4b-e945-422b-8e1b-b4542087b0dc","134 - Pink Tulip Cover","funeral","[]","{""style"":[""Floral""],""colour"":[""Pink""]}","134","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/134-Pink%20Tulip%20Cover.jpg",,"A quietly beautiful floral design built around pink tulip, with a soft, respectful feel for an Order of Service.",,"true","2026-09-04 10:58:12.661857+00"
"2ab84384-8103-419e-bf00-e34d6d5fe8ea","005 - A Dreamy Little Life","funeral","[]","{""style"":[""Fairytale""],""colour"":[""Blue""],""children"":[""Children""]}","005","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/Children_s_Cover_Templates5-1788850314945-y4mx74i.jpg",,"A dreamy pastel memorial cover featuring Amelia Rose Thompson’s circular photograph against a soft purple-blue sky, glowing stars, and a fairytale castle. The design creates a gentle, magical remembrance theme.",,"true","2026-09-08 06:52:12.248345+00"
"30d8dae1-cccf-4752-ad63-8c7d14c471a1","116 - Poppy Field Tribute Cover","funeral","[]","{""style"":[""Floral""],""colour"":[""Burgundy""]}","116","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/116-Poppy%20Field%20Tribute%20Cover.jpg",,"A quietly beautiful floral design built around poppy field tribute, with a soft, respectful feel for an Order of Service.",,"true","2026-09-04 10:58:07.574024+00"
"31d3c964-7b45-4f34-8250-db46f50384c9","109 - Faith Cross Cover","funeral","[]","{""style"":[""Religious""],""colour"":[""Natural""],""religion"":[""Christian""]}","109","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/109-Faith%20Cross%20Cover.jpg",,"A gentle religious cover centred on faith cross, created for a service where faith and remembrance sit naturally together.",,"true","2026-09-04 10:58:05.548518+00"
"346f9d17-40fe-4649-8d1f-829571f3f181","154 - Crafting Cover","funeral","[]","{""style"":[""Hobby""],""colour"":[""Blue""]}","154","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/154-Crafting%20Cover.jpg",,"A personal cover inspired by crafting, suited to remembering the interests and everyday moments that made their life distinctive.",,"true","2026-09-04 10:58:18.354919+00"
"34a9a5ab-5cb6-441a-8414-f4edf432a8d5","149 - Baking Theme Cover","funeral","[]","{""style"":[""Hobby""],""colour"":[""Natural""]}","149","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/149-Baking%20Theme%20Cover.jpg",,"A personal cover inspired by baking theme, suited to remembering the interests and everyday moments that made their life distinctive.",,"true","2026-09-04 10:58:16.949705+00"
"366635c1-8c60-4abc-b73f-cedf05e5e149","102 - Modern Tribute Cover","funeral","[]","{""style"":[""Contemporary""],""colour"":[""Natural""]}","102","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/102-Modern%20Tribute%20Cover.jpg",,"A contemporary design for modern tribute, keeping the cover thoughtful, clear and personal.",,"true","2026-09-04 10:58:03.509616+00"
"3ae7e602-e291-42bc-95eb-1943f9b09d67","105 - Vintage Parchment Cover","funeral","[]","{""style"":[""Classic""],""colour"":[""Cream""]}","105","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/105-Vintage%20Parchment%20Cover.jpg",,"A classic design for vintage parchment, keeping the cover thoughtful, clear and personal.",,"true","2026-09-04 10:58:04.378099+00"
"3da18d1a-c3bc-4a3d-a650-e249d45aa625","119 - Magnolia Floral Cover","funeral","[]","{""style"":[""Floral""],""colour"":[""Pink""]}","119","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/119-Magnolia%20Floral%20Cover.jpg",,"A quietly beautiful floral design built around magnolia floral, with a soft, respectful feel for an Order of Service.",,"true","2026-09-04 10:58:08.41274+00"
"4c611000-a330-4bc3-8fba-1564ca889dd8","190 - Divine Mercy Cover","funeral","[]","{""style"":[""Religious""],""colour"":[""Natural""],""religion"":[""Catholic""]}","190","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/190-Divine%20Mercy%20Cover.jpg",,"A gentle religious cover centred on divine mercy, created for a service where faith and remembrance sit naturally together.",,"true","2026-09-04 10:58:28.686362+00"
"4e3f8ff9-7332-4f01-9c01-642a012ae15e","140 - UK's Favourite Train Cover","funeral","[]","{""style"":[""Hobby""],""colour"":[""Natural""]}","140","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/140-UK's%20Favourite%20Train%20Cover.jpg",,"A traditional design for uk's favourite train, keeping the cover thoughtful, clear and personal.",,"true","2026-09-04 10:58:14.380019+00"
"4e8f5fc9-9c14-4207-9cca-ac5d510845c1","172 - Colourful Beach Huts Cover","funeral","[]","{""style"":[""Landscape""],""colour"":[""Blue""]}","172","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/172-Colourful%20Beach%20Huts%20Cover.jpg",,"A calm design inspired by colourful beach huts, bringing a familiar place or view into the service as part of the remembrance.",,"true","2026-09-04 10:58:23.464257+00"
"4fe4ddf7-809b-45c8-a0af-c7a3ef3ee641","185 - Vintage Madonna Cover","funeral","[]","{""style"":[""Religious""],""colour"":[""Natural""],""religion"":[""Catholic""]}","185","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/185-Vintage%20Madonna%20Cover.jpg",,"A gentle religious cover centred on vintage madonna, created for a service where faith and remembrance sit naturally together.",,"true","2026-09-04 10:58:27.255428+00"
"50e15099-644b-4b46-a45f-998b47045775","178 - Immaculate Heart Cover","funeral","[]","{""style"":[""Religious""],""colour"":[""Natural""],""religion"":[""Catholic""]}","178","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/178-Immaculate%20Heart%20Cover.jpg",,"A gentle religious cover centred on immaculate heart, created for a service where faith and remembrance sit naturally together.",,"true","2026-09-04 10:58:25.236028+00"
"51eadc6d-d0ad-4196-ac01-7f1f21009beb","197 - Om Shanti Leaf Arch Cover","funeral","[]","{""style"":[""Religious""],""colour"":[""Green""],""religion"":[""Hindu""]}","197","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/197-Om%20Shanti%20Leaf%20Arch%20Cover.jpg",,"A gentle religious cover centred on om shanti leaf arch, created for a service where faith and remembrance sit naturally together.",,"true","2026-09-04 10:58:30.689503+00"
"5336f77c-c4d1-4587-946e-f182a97c11fb","004 -	Pink Teddy Bear & Cloud Memorial","funeral","[]","{""style"":[""Baby & Angelic""],""colour"":[""Pink""],""children"":[""Children""]}","004","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/Children_s_Cover_Templates4-1788850238311-r1x6dfi.jpg",,"A playful pink memorial design featuring a sleeping baby in a circular photograph, a large pink teddy bear sitting on soft clouds, stars, and a crescent moon. Ethan James Miller’s name and dates appear on the cloud-shaped lower section.",,"true","2026-09-08 06:51:11.208928+00"
"539affaf-ef4a-4df7-8d06-19a96ffe39ab","171 - Seaside Holiday Cover","funeral","[]","{""style"":[""Landscape""],""colour"":[""Blue""]}","171","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/171-Seaside%20Holiday%20Cover.jpg",,"A personal cover inspired by seaside holiday, suited to remembering the interests and everyday moments that made their life distinctive.",,"true","2026-09-04 10:58:23.188173+00"
"5579b5ef-a9ca-4279-a5d7-1919c76cbf7a","101 - Elegant Simplicity Cover","funeral","[]","{""style"":[""Traditional""],""colour"":[""Natural""]}","101","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/101-Elegant%20Simplicity%20Cover.jpg",,"A traditional design for elegant simplicity, keeping the cover thoughtful, clear and personal.",,"true","2026-09-04 10:58:03.228742+00"
"586a8b27-48df-4b57-838e-db2193be8cd4","125 - Freesia Meadow Cover","funeral","[]","{""style"":[""Floral""],""colour"":[""Green""]}","125","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/125-Freesia%20Meadow%20Cover.jpg",,"A personal cover inspired by freesia meadow, suited to remembering the interests and everyday moments that made their life distinctive.",,"true","2026-09-04 10:58:10.088261+00"
"5899c2b0-4c12-49d7-8b39-2c064b3a9452","128 - Daffodil Bouquet Cover","funeral","[]","{""style"":[""Traditional""],""colour"":[""Natural""]}","128","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/128-Daffodil%20Bouquet%20Cover.jpg",,"A traditional design for daffodil bouquet, keeping the cover thoughtful, clear and personal.",,"true","2026-09-04 10:58:10.927998+00"
"5d88c51f-57a4-49fd-89b3-0fbd0b98fac7","186 - Rosary Blessing Cover","funeral","[]","{""style"":[""Religious""],""colour"":[""Natural""],""religion"":[""Catholic""]}","186","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/186-Rosary%20Blessing%20Cover.jpg",,"A gentle religious cover centred on rosary blessing, created for a service where faith and remembrance sit naturally together.",,"true","2026-09-04 10:58:27.53641+00"
"5e18f919-e8a3-47ed-89a6-480082102bbe","009 - With Love, We Remember – Game Theme","funeral","[]","{""style"":[""Sports""],""colour"":[""Natural""],""children"":[""Children""]}","009","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/Children_s_Cover_Templates9-1788851853930-yzyq7og.jpg",,"A children’s memorial cover for Ethan James Miller featuring a circular baby photograph over a soft game-controller background and colourful alphabet blocks spelling GAME. The design combines remembrance with a playful gaming theme.",,"true","2026-09-08 07:18:15.489018+00"
"5e23b2a2-b8a8-4fee-a3b5-d4ef531afe48","177 - Heavenly Light Cover","funeral","[]","{""style"":[""Religious""],""colour"":[""Natural""],""religion"":[""Christian""]}","177","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/177-Heavenly%20Light%20Cover.jpg",,"A gentle religious cover centred on heavenly light, created for a service where faith and remembrance sit naturally together.",,"true","2026-09-04 10:58:24.956618+00"
"5e6cdf8f-0418-4762-be66-7e7569e424d7","131 - Violet Bouquet Cover","funeral","[]","{""style"":[""Traditional""],""colour"":[""Purple""]}","131","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/131-Violet%20Bouquet%20Cover.jpg",,"A traditional design for violet bouquet, keeping the cover thoughtful, clear and personal.",,"true","2026-09-04 10:58:11.817724+00"
"60d763da-4f22-457e-98d9-4c25d4884f08","106 - Full Photo Tribute Cover","funeral","[]","{""style"":[""Traditional""],""colour"":[""Natural""]}","106","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/106-Full%20Photo%20Tribute%20Cover.jpg",,"A clean, personal design for full photo tribute, giving a favourite photograph room to remain the focus of the cover.",,"true","2026-09-04 10:58:04.714314+00"
"61a62723-5820-46b8-a0c2-3b7fb39faf43","173 - Golden Wheat Field Cover","funeral","[]","{""style"":[""Landscape""],""colour"":[""Gold""]}","173","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/173-Golden%20Wheat%20Field%20Cover.jpg",,"A calm design inspired by golden wheat field, bringing a familiar place or view into the service as part of the remembrance.",,"true","2026-09-04 10:58:23.742197+00"
"65f25c1e-c9cc-4131-ad4e-801dcc6698f3","159 - Woodland Light Cover","funeral","[]","{""style"":[""Landscape""],""colour"":[""Green""]}","159","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/159-Woodland%20Light%20Cover.jpg",,"A calm design inspired by woodland light, bringing a familiar place or view into the service as part of the remembrance.",,"true","2026-09-04 10:58:19.753245+00"
"6813ec06-f312-45ee-ba6c-0148b33bd971","103 - Classic Gold Accent Cover","funeral","[]","{""style"":[""Classic""],""colour"":[""Gold""]}","103","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/103-Classic%20Gold%20Accent%20Cover.jpg",,"A classic design for classic gold accent, keeping the cover thoughtful, clear and personal.",,"true","2026-09-04 10:58:03.786617+00"
"707705cf-b99e-4d5b-8ed1-acdf9b92c2b5","176 - Irish Blessing Cover","funeral","[]","{""style"":[""Floral""],""colour"":[""Purple""],""religion"":[""Christian""]}","176","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/176-Irish%20Blessing%20Cover.jpg",,"A gentle floral cover centred on irish blessing, created for a service where faith and remembrance sit naturally together.",,"true","2026-09-04 10:58:24.662045+00"
"7088687f-29f1-44cb-aeb6-f6fb8705ccee","183 - Stairway to Heaven Cover","funeral","[]","{""style"":[""Religious""],""colour"":[""Natural""],""religion"":[""Christian""]}","183","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/183-Stairway%20to%20Heaven%20Cover.jpg",,"A gentle religious cover centred on stairway to heaven, created for a service where faith and remembrance sit naturally together.",,"true","2026-09-04 10:58:26.69628+00"
"73246212-fb8e-4919-9166-f378fd211cc1","161 - Tropical Retreat Cover","funeral","[]","{""style"":[""Landscape""],""colour"":[""Natural""]}","161","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/161-Tropical%20Retreat%20Cover.jpg",,"A landscape design for tropical retreat, keeping the cover thoughtful, clear and personal.",,"true","2026-09-04 10:58:20.3124+00"
"73d36d7c-f394-4743-b669-0eb86e41e53f","110 - Photo Collage Cover","funeral","[]","{""style"":[""Traditional""],""colour"":[""Natural""]}","110","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/110-Photo%20Collage%20Cover.jpg",,"A clean, personal design for photo collage, giving a favourite photograph room to remain the focus of the cover.",,"true","2026-09-04 10:58:05.824501+00"
"751b1e85-90f5-42e7-bc17-f00aacd43583","001 - Forever Cherished – Our Precious Little One","funeral","[]","{""style"":[""Infant Memorial""],""colour"":[""Pink""],""children"":[""Children""]}","001","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/Children_s_Cover_Templates-1788797765922-vbc6wtn.jpg",,"A tender pink memorial cover for a precious little one, featuring a sleeping baby photograph, soft stitched-style pink background and delicate typography. The cover reads “Forever Cherished, Our Precious Little One” and honours Ethan James Miller.",,"true","2026-09-07 16:16:17.941903+00"
"75aca9c1-e0cb-41de-b89b-c6d272b5787f","118 - Rustic Rose Cover","funeral","[]","{""style"":[""Floral""],""colour"":[""Pink""]}","118","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/118-Rustic%20Rose%20Cover.jpg",,"A quietly beautiful floral design built around rustic rose, with a soft, respectful feel for an Order of Service.",,"true","2026-09-04 10:58:08.133643+00"
"760581d8-a85e-4b39-9be3-b37e09ebc225","146 - Sewing Theme Cover","funeral","[]","{""style"":[""Hobby""],""colour"":[""Natural""]}","146","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/146-Sewing%20Theme%20Cover.jpg",,"A personal cover inspired by sewing theme, suited to remembering the interests and everyday moments that made their life distinctive.",,"true","2026-09-04 10:58:16.115562+00"
"791ec36b-4aee-449c-994b-2548d70cd339","182 - Hilltop Cross Cover","funeral","[]","{""style"":[""Religious""],""colour"":[""Natural""],""religion"":[""Christian""]}","182","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/182-Hilltop%20Cross%20Cover.jpg",,"A gentle religious cover centred on hilltop cross, created for a service where faith and remembrance sit naturally together.",,"true","2026-09-04 10:58:26.346889+00"
"7c519bd4-da4d-4abd-ae3f-579b7e799dd5","137 - Woodland Leaf Frame Cover","funeral","[]","{""style"":[""Traditional""],""colour"":[""Green""]}","137","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/137-Woodland%20Leaf%20Frame%20Cover.jpg",,"A calm design inspired by woodland leaf frame, bringing a familiar place or view into the service as part of the remembrance.",,"true","2026-09-04 10:58:13.492392+00"
"7d01caa8-fbcf-4e8a-933d-13069704a95c","160 - Rolling Hills Cover","funeral","[]","{""style"":[""Landscape""],""colour"":[""Natural""]}","160","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/160-Rolling%20Hills%20Cover.jpg",,"A calm design inspired by rolling hills, bringing a familiar place or view into the service as part of the remembrance.",,"true","2026-09-04 10:58:20.034321+00"
"875f4a93-ff26-4306-9cfc-caac9528af8a","011 - In Loving Memory – Cosmic Landscape","funeral","[]","{""style"":[""Space Adventure""],""colour"":[""Green""],""children"":[""Children""]}","011","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/Children_s_Cover_Templates11-1788852033152-ootlf3k.jpg",,"A colorful sci-fi-inspired memorial cover for Isla Grace Williams featuring her photograph against a star-filled teal sky and an imaginative orange planetary landscape with futuristic structures.",,"true","2026-09-08 07:21:18.131669+00"
"88211d67-f5a0-4d73-b87f-f36dfa32b4e9","015 -	Football Stadium Memorial","funeral","[]","{""style"":[""Sports""],""colour"":[""Green""],""children"":[""Children""]}","015","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/Children_s_Cover_Templates15-1788852312112-1h82dr8.jpg",,"A football-themed children’s memorial cover for Charlie Edward Mitchell featuring his photograph, a football pitch and stadium background, and a football in the foreground. A fitting design for a young person who loved football.",,"true","2026-09-08 07:25:21.141882+00"
"8bfd1997-3384-4ada-bcf6-8b0256b29ec7","189 - Guardian Angel Cover","funeral","[]","{""style"":[""Religious""],""colour"":[""Natural""],""religion"":[""Catholic""]}","189","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/189-Guardian%20Angel%20Cover.jpg",,"A gentle religious cover centred on guardian angel, created for a service where faith and remembrance sit naturally together.",,"true","2026-09-04 10:58:28.408103+00"
"8d7f3edb-45c1-4621-9605-01c008e4eeff","013 - Under the Sea Mermaid Memorial","funeral","[]","{""style"":[""Ocean""],""colour"":[""Blue""],""children"":[""Children""]}","013","https://pub-172d7d176e1b4109938fad7b98c20ca7.r2.dev/funeral/Children_s_Cover_Templates13-1788852173394-fznvr7t.jpg",,"A vibrant underwater memorial cover for Amelia Rose Thompson featuring her photograph above a colorful coral reef scene with a mermaid, fish, shells, and sea plants. The design creates a playful ocean-inspired tribute.",,"true","2026-09-08 07:23:34.077756+00"
